order_item_id,order_id,product_id,quantity,price
310,3677,P006,1,55000.0
311,2168,P003,2,1200.0
312,4953,P002,4,3000.0
313,2175,P003,1,1500.0
314,181,P002,1,1500.0
315,382,P007,5,5000.0
316,3936,P001,4,800.0
317,1288,P003,2,1200.0
318,3766,P006,4,800.0
319,1860,P007,3,500.0
320,1945,P002,4,25000.0
321,4860,P001,2,2000.0
322,4453,P005,1,1200.0
323,3528,P010,3,5000.0
324,1886,P004,4,5000.0
325,3573,P001,4,25000.0
326,4762,P002,1,1500.0
327,4043,P008,4,5000.0
328,2329,P006,1,2000.0
329,4186,P010,5,1500.0
330,3196,P010,2,55000.0
331,3676,P008,4,700.0
332,4412,P006,2,2000.0
333,376,P007,4,500.0
334,4590,P003,2,1500.0
335,2330,P007,1,1500.0
336,3155,P007,2,700.0
337,3275,P003,4,25000.0
338,2808,P009,2,5000.0
339,2607,P003,5,1500.0
340,1350,P001,4,700.0
341,4184,P007,4,1500.0
342,4418,P010,2,55000.0
343,1319,P010,2,1500.0
344,2500,P002,1,2000.0
345,3464,P005,5,1500.0
346,4369,P008,1,2000.0
347,1606,P006,4,55000.0
348,2729,P002,2,25000.0
349,4861,P001,4,55000.0
350,4300,P010,3,5000.0
351,229,P002,5,800.0
352,2864,P010,2,500.0
353,666,P010,2,5000.0
354,3915,P005,5,800.0
355,3719,P004,5,500.0
356,124,P009,5,1200.0
357,2443,P005,3,25000.0
358,4169,P006,3,700.0
359,4901,P010,1,55000.0
360,2857,P008,4,1200.0
361,2170,P001,4,500.0
362,2478,P001,1,3000.0
363,2752,P002,3,1500.0
364,1055,P010,3,5000.0
365,3553,P009,3,25000.0
366,2671,P003,4,500.0
367,750,P007,4,55000.0
368,2043,P005,5,3000.0
369,4245,P010,1,25000.0
370,3851,P009,3,500.0
371,2495,P010,3,25000.0
372,3078,P003,4,2000.0
373,213,P003,3,25000.0
374,922,P007,2,2000.0
375,2785,P002,5,5000.0
376,2508,P010,5,2000.0
377,2462,P007,1,500.0
378,1702,P003,1,500.0
379,605,P002,5,25000.0
380,2961,P003,3,3000.0
381,1817,P010,3,25000.0
382,4647,P009,5,5000.0
383,2157,P006,4,3000.0
384,3582,P005,2,500.0
385,2976,P001,2,2000.0
386,1718,P010,2,2000.0
387,1469,P005,1,1200.0
388,223,P009,3,1200.0
389,1264,P009,2,3000.0
390,1175,P007,2,25000.0
391,1119,P005,3,800.0
392,699,P005,5,1500.0
393,3710,P001,4,500.0
394,2720,P001,2,500.0
395,4106,P005,2,800.0
396,2757,P007,1,1200.0
397,4389,P010,2,3000.0
398,1939,P002,1,800.0
399,484,P008,4,5000.0
400,4128,P008,3,1200.0
401,1534,P008,2,25000.0
402,4181,P004,2,25000.0
403,193,P006,1,500.0
404,1434,P004,1,800.0
405,1049,P002,3,500.0
406,3390,P004,4,55000.0
407,3634,P010,4,700.0
408,53,P005,5,3000.0
409,66,P008,5,800.0
410,594,P004,2,1500.0
411,630,P001,1,700.0
412,2682,P004,2,25000.0
413,3005,P008,1,1500.0
414,3440,P008,3,1200.0
415,3363,P004,1,55000.0
416,4301,P009,5,5000.0
417,2104,P007,3,1500.0
418,1137,P002,2,500.0
419,4639,P009,2,700.0
420,1111,P004,2,25000.0
421,3851,P009,1,1200.0
422,4631,P009,3,800.0
423,2972,P006,2,5000.0
424,3115,P008,1,55000.0
425,4572,P003,3,5000.0
426,2570,P003,3,25000.0
427,4412,P002,5,25000.0
428,1261,P001,5,500.0
429,56,P005,4,3000.0
430,1165,P004,5,1200.0
431,3411,P007,3,3000.0
432,1993,P009,3,1500.0
433,2916,P009,2,5000.0
434,2992,P006,5,500.0
435,756,P006,2,55000.0
436,4949,P005,5,5000.0
437,3965,P004,2,800.0
438,4661,P009,2,3000.0
439,1167,P003,2,700.0
440,1216,P005,3,500.0
441,68,P005,4,55000.0
442,4646,P007,1,1500.0
443,1243,P006,4,800.0
444,104,P007,4,25000.0
445,3394,P001,3,5000.0
446,1922,P009,4,2000.0
447,4557,P006,1,25000.0
448,3277,P002,4,3000.0
449,2280,P005,2,25000.0
450,4943,P006,3,1500.0
451,2906,P001,5,55000.0
452,1143,P002,4,3000.0
453,1290,P002,4,5000.0
454,308,P010,5,5000.0
455,614,P003,4,55000.0
456,499,P008,5,1200.0
457,1747,P002,2,55000.0
458,3030,P009,1,55000.0
459,4221,P004,4,700.0
460,896,P010,5,700.0
461,3897,P009,3,2000.0
462,2670,P004,4,700.0
463,4258,P002,2,1200.0
464,3521,P007,3,3000.0
465,2279,P006,2,1200.0
466,2596,P010,3,3000.0
467,2109,P007,1,500.0
468,4404,P010,1,1200.0
469,379,P006,1,700.0
470,1421,P005,1,2000.0
471,2885,P008,2,3000.0
472,3685,P006,4,800.0
473,3222,P010,1,1500.0
474,1466,P009,2,800.0
475,3815,P004,4,55000.0
476,816,P001,5,800.0
477,4069,P006,1,2000.0
478,300,P004,2,55000.0
479,4484,P010,3,1500.0
480,3000,P002,3,3000.0
481,187,P005,5,1500.0
482,1117,P002,2,500.0
483,458,P009,2,1500.0
484,619,P002,3,700.0
485,2226,P006,5,25000.0
486,3096,P009,1,1200.0
487,1950,P007,5,700.0
488,3500,P004,2,2000.0
489,1871,P002,5,1500.0
490,2009,P005,4,25000.0
491,3435,P007,4,800.0
492,3711,P006,4,25000.0
493,934,P007,2,1500.0
494,451,P010,1,1200.0
495,3,P004,4,3000.0
496,401,P005,5,500.0
497,4514,P008,2,2000.0
498,3885,P004,1,55000.0
499,1152,P004,4,700.0
500,1191,P001,1,800.0
501,4667,P005,4,2000.0
502,34,P006,3,700.0
503,406,P006,4,25000.0
504,2354,P007,5,500.0
505,894,P005,4,1200.0
506,4643,P010,2,500.0
507,2141,P001,5,800.0
508,1953,P002,1,1500.0
509,4644,P008,3,1200.0
510,1653,P010,1,3000.0
511,267,P003,3,5000.0
512,3110,P010,5,2000.0
513,1745,P001,5,3000.0
514,3781,P003,4,5000.0
515,854,P004,5,2000.0
516,282,P003,3,500.0
517,1119,P007,1,1500.0
518,3135,P006,1,1200.0
519,4321,P001,4,700.0
520,1136,P009,4,500.0
521,4652,P006,2,1200.0
522,2869,P008,4,2000.0
523,127,P001,2,800.0
524,3316,P004,4,2000.0
525,949,P006,4,1200.0
526,1145,P005,4,1500.0
527,500,P006,1,25000.0
528,3606,P003,1,1200.0
529,2936,P009,3,500.0
530,973,P006,5,5000.0
531,3158,P005,4,700.0
532,4868,P008,5,500.0
533,2265,P005,1,1200.0
534,774,P002,1,2000.0
535,2014,P004,2,500.0
536,4509,P008,3,3000.0
537,4840,P010,3,700.0
538,2464,P003,5,800.0
539,3137,P009,3,1200.0
540,2898,P008,5,2000.0
541,4627,P007,1,55000.0
542,4264,P009,2,55000.0
543,4864,P002,1,500.0
544,1731,P001,2,5000.0
545,3481,P002,2,3000.0
546,413,P003,1,1500.0
547,4370,P002,3,2000.0
548,1684,P006,4,800.0
549,237,P009,4,25000.0
550,2760,P010,1,700.0
551,2865,P005,3,1500.0
552,3523,P009,1,1200.0
553,3971,P008,3,25000.0
554,3828,P003,5,55000.0
555,1346,P002,1,5000.0
556,4245,P007,2,2000.0
557,1706,P007,1,1500.0
558,1469,P001,3,3000.0
559,4904,P009,5,1500.0
560,1262,P008,5,25000.0
561,4040,P008,2,25000.0
562,953,P007,3,1500.0
563,4529,P006,4,1200.0
564,2888,P007,3,2000.0
565,1338,P006,1,800.0
566,3881,P003,2,5000.0
567,3113,P010,2,700.0
568,1829,P009,4,3000.0
569,50,P004,1,3000.0
570,2435,P007,4,800.0
571,812,P006,3,55000.0
572,1425,P007,2,55000.0
573,327,P001,5,800.0
574,2646,P003,1,2000.0
575,2545,P009,3,25000.0
576,2279,P006,3,1200.0
577,1098,P002,2,2000.0
578,849,P010,5,800.0
579,4752,P007,2,1500.0
580,1655,P002,3,700.0
581,4915,P005,1,1500.0
582,3546,P004,5,55000.0
583,47,P006,3,800.0
584,1155,P007,1,3000.0
585,837,P004,4,1200.0
586,4056,P009,3,1500.0
587,1647,P009,5,800.0
588,2597,P004,4,500.0
589,1562,P004,5,3000.0
590,3375,P010,4,25000.0
591,4209,P009,5,55000.0
592,2055,P010,5,1500.0
593,3658,P010,5,800.0
594,500,P010,2,800.0
595,2443,P004,1,3000.0
596,4988,P008,1,500.0
597,1237,P009,3,1200.0
598,469,P010,3,1200.0
599,4479,P003,2,55000.0
600,2815,P005,2,5000.0
601,1996,P005,2,55000.0
602,868,P008,2,3000.0
603,4104,P005,3,1200.0
604,4642,P003,3,1500.0
605,4067,P008,5,3000.0
606,3239,P006,3,1200.0
607,4627,P005,4,25000.0
608,4826,P007,4,800.0
609,587,P001,2,1200.0
610,2030,P009,1,5000.0
611,1553,P010,1,700.0
612,2826,P006,5,25000.0
613,407,P002,3,1500.0
614,3630,P001,4,700.0
615,2155,P010,5,1500.0
616,1878,P003,1,25000.0
617,4297,P002,4,700.0
618,1756,P008,4,3000.0
619,1859,P001,2,55000.0
620,1240,P005,2,25000.0
621,4088,P006,4,25000.0
622,3693,P001,3,55000.0
623,2532,P001,1,1500.0
624,4480,P008,2,500.0
625,4431,P003,2,5000.0
626,3125,P006,4,55000.0
627,4791,P004,3,1500.0
628,3195,P007,4,3000.0
629,1889,P009,2,500.0
630,3934,P001,3,25000.0
631,2208,P010,3,500.0
632,4529,P003,5,25000.0
633,3398,P006,5,5000.0
634,993,P005,4,700.0
635,65,P004,5,55000.0
636,3492,P002,1,5000.0
637,3986,P007,4,800.0
638,823,P009,2,5000.0
639,4649,P008,2,2000.0
640,4187,P005,2,25000.0
641,1691,P010,5,55000.0
642,1129,P001,5,1500.0
643,1533,P007,3,55000.0
644,2112,P002,5,800.0
645,877,P008,4,2000.0
646,3572,P003,2,55000.0
647,1781,P002,5,3000.0
648,4495,P005,2,500.0
649,2841,P008,1,3000.0
650,2230,P006,4,2000.0
651,4831,P002,5,2000.0
652,4013,P002,4,700.0
653,758,P010,1,2000.0
654,4573,P005,2,2000.0
655,3083,P004,5,1200.0
656,3579,P002,2,5000.0
657,1244,P008,5,800.0
658,4004,P004,3,700.0
659,296,P002,4,500.0
660,3564,P002,4,3000.0
661,3442,P010,2,500.0
662,4909,P005,2,25000.0
663,111,P010,1,25000.0
664,1158,P005,4,55000.0
665,2281,P010,4,800.0
666,2769,P005,1,500.0
667,733,P007,4,500.0
668,2583,P008,3,700.0
669,1051,P010,5,700.0
670,1548,P002,1,2000.0
671,3748,P005,2,700.0
672,4014,P007,5,700.0
673,3751,P003,1,3000.0
674,1222,P009,3,800.0
675,4515,P009,1,3000.0
676,2324,P001,5,5000.0
677,4126,P008,5,700.0
678,1391,P010,1,500.0
679,32,P004,5,700.0
680,583,P005,3,2000.0
681,2445,P001,3,1200.0
682,1045,P010,5,700.0
683,2592,P007,4,3000.0
684,3262,P010,3,800.0
685,3943,P009,4,500.0
686,4456,P010,1,5000.0
687,386,P008,1,5000.0
688,2832,P005,4,1500.0
689,3885,P007,1,800.0
690,4538,P002,4,25000.0
691,2111,P002,5,700.0
692,4036,P003,1,1200.0
693,2379,P001,1,25000.0
694,2043,P006,2,25000.0
695,2067,P010,2,2000.0
696,3791,P001,2,700.0
697,3437,P004,1,55000.0
698,4612,P006,3,2000.0
699,3669,P007,2,55000.0
700,4503,P009,5,25000.0
701,778,P006,4,500.0
702,1387,P001,2,500.0
703,1563,P008,2,55000.0
704,698,P008,1,3000.0
705,1834,P008,1,55000.0
706,4288,P001,3,25000.0
707,4811,P007,2,5000.0
708,3298,P009,5,3000.0
709,2957,P007,1,55000.0
710,1386,P002,5,3000.0
711,3301,P009,3,700.0
712,2776,P010,5,500.0
713,4469,P010,5,25000.0
714,4518,P002,4,2000.0
715,4518,P003,5,2000.0
716,1093,P002,4,1200.0
717,1919,P007,2,25000.0
718,1926,P007,5,25000.0
719,2816,P008,5,2000.0
720,3770,P002,3,55000.0
721,1445,P004,4,1200.0
722,3199,P004,5,800.0
723,1915,P009,3,3000.0
724,317,P003,3,1200.0
725,2855,P002,1,1500.0
726,4075,P007,5,800.0
727,3472,P009,2,1500.0
728,2748,P006,4,55000.0
729,3223,P005,5,1200.0
730,1124,P010,4,700.0
731,1916,P007,3,700.0
732,4477,P007,5,2000.0
733,599,P002,4,5000.0
734,3228,P003,1,5000.0
735,1111,P003,4,1500.0
736,1217,P008,4,2000.0
737,2462,P008,2,55000.0
738,3543,P004,2,800.0
739,4038,P006,3,500.0
740,1614,P004,5,55000.0
741,3502,P005,4,3000.0
742,3010,P004,2,700.0
743,4792,P007,3,5000.0
744,1565,P005,3,2000.0
745,1920,P004,4,500.0
746,485,P004,1,2000.0
747,4373,P003,3,2000.0
748,1380,P004,1,2000.0
749,2939,P007,5,3000.0
750,968,P010,1,25000.0
751,1398,P010,1,5000.0
752,41,P007,3,800.0
753,4510,P006,4,700.0
754,2766,P001,2,25000.0
755,4110,P002,4,700.0
756,920,P008,3,1500.0
757,1517,P004,3,2000.0
758,261,P008,1,800.0
759,1979,P006,2,55000.0
760,2819,P009,3,1200.0
761,499,P007,3,2000.0
762,3649,P010,5,25000.0
763,633,P003,4,1500.0
764,3265,P001,4,5000.0
765,3561,P009,5,500.0
766,1322,P005,1,25000.0
767,174,P010,3,25000.0
768,3345,P008,3,25000.0
769,864,P006,4,700.0
770,4774,P008,2,500.0
771,3115,P006,2,1200.0
772,4683,P008,3,55000.0
773,3857,P006,5,1200.0
774,1826,P009,3,1200.0
775,3992,P002,5,800.0
776,757,P001,2,2000.0
777,1185,P001,4,1200.0
778,4198,P007,4,700.0
779,85,P005,5,55000.0
780,1633,P005,4,2000.0
781,1769,P010,5,700.0
782,330,P008,1,800.0
783,4140,P006,3,500.0
784,67,P008,2,800.0
785,744,P001,2,25000.0
786,2707,P009,1,500.0
787,3894,P008,2,500.0
788,2071,P005,5,500.0
789,4328,P007,2,1500.0
790,4597,P009,3,800.0
791,2516,P003,1,3000.0
792,1552,P008,1,55000.0
793,449,P005,5,500.0
794,4130,P004,2,55000.0
795,1430,P003,4,25000.0
796,3667,P002,3,700.0
797,4066,P001,2,500.0
798,4090,P010,4,3000.0
799,72,P005,4,800.0
800,2302,P004,5,700.0
801,1942,P003,1,3000.0
802,4784,P006,2,3000.0
803,783,P007,2,25000.0
804,661,P008,5,800.0
805,1791,P007,5,1500.0
806,4440,P003,2,25000.0
807,1794,P006,2,3000.0
808,1526,P004,3,3000.0
809,212,P001,4,25000.0
810,4480,P003,3,2000.0
811,3904,P007,4,500.0
812,1650,P009,5,5000.0
813,4762,P001,2,2000.0
814,4055,P007,2,500.0
815,2525,P009,5,800.0
816,526,P007,4,2000.0
817,4800,P002,3,700.0
818,168,P007,5,800.0
819,3493,P004,1,1500.0
820,229,P007,1,1200.0
821,4942,P005,3,1500.0
822,3545,P001,2,55000.0
823,103,P008,2,55000.0
824,1933,P003,5,55000.0
825,2548,P003,5,25000.0
826,2140,P003,2,1500.0
827,2288,P010,2,700.0
828,196,P001,4,25000.0
829,1356,P009,2,1200.0
830,1679,P002,5,3000.0
831,1300,P001,1,55000.0
832,2333,P005,4,5000.0
833,4346,P008,3,25000.0
834,3028,P005,1,5000.0
835,1917,P004,4,1200.0
836,3487,P003,1,1200.0
837,4320,P009,3,1500.0
838,3964,P010,4,1200.0
839,4746,P003,2,1200.0
840,4830,P009,5,800.0
841,146,P003,4,1200.0
842,4098,P005,4,700.0
843,3350,P006,2,1200.0
844,4587,P001,5,700.0
845,4722,P009,4,3000.0
846,246,P003,5,1200.0
847,1305,P004,4,5000.0
848,2842,P010,1,500.0
849,114,P010,4,3000.0
850,2860,P009,5,5000.0
851,1550,P003,3,500.0
852,254,P001,1,3000.0
853,991,P009,5,3000.0
854,4872,P006,2,5000.0
855,1055,P009,2,1500.0
856,4676,P003,1,3000.0
857,841,P010,4,2000.0
858,1533,P010,4,500.0
859,2501,P009,2,5000.0
860,1366,P007,3,5000.0
861,1148,P008,3,3000.0
862,4592,P009,4,3000.0
863,1194,P004,4,500.0
864,1328,P009,5,3000.0
865,741,P010,5,700.0
866,4897,P002,4,3000.0
867,4754,P009,4,700.0
868,809,P010,3,3000.0
869,491,P010,3,500.0
870,3721,P004,1,1200.0
871,1444,P009,2,3000.0
872,3644,P001,3,1500.0
873,3723,P002,5,55000.0
874,3635,P008,2,55000.0
875,4382,P006,3,5000.0
876,2174,P004,1,800.0
877,2511,P008,5,3000.0
878,1980,P002,4,1500.0
879,1054,P008,1,55000.0
880,83,P007,2,25000.0
881,753,P010,4,1200.0
882,348,P008,4,500.0
883,1648,P001,5,500.0
884,1369,P009,4,55000.0
885,3012,P001,2,55000.0
886,471,P005,5,5000.0
887,3643,P007,3,500.0
888,2906,P004,3,3000.0
889,3508,P007,5,1500.0
890,3308,P010,5,800.0
891,1127,P003,4,1200.0
892,1389,P007,4,25000.0
893,557,P003,1,800.0
894,1107,P002,4,55000.0
895,4396,P008,5,25000.0
896,841,P010,3,800.0
897,4941,P002,5,2000.0
898,1676,P002,3,55000.0
899,124,P010,5,55000.0
900,654,P006,3,500.0
901,3602,P005,5,1200.0
902,2982,P001,3,500.0
903,3871,P008,3,5000.0
904,876,P008,3,25000.0
905,1234,P001,3,1500.0
906,2633,P002,5,700.0
907,107,P002,3,55000.0
908,980,P010,3,55000.0
909,3493,P006,3,5000.0
910,295,P007,1,1500.0
911,3945,P003,2,500.0
912,4813,P006,3,1500.0
913,701,P009,4,800.0
914,4983,P006,4,2000.0
915,3282,P007,2,1200.0
916,2394,P007,3,3000.0
917,3052,P007,2,2000.0
918,3448,P008,2,1500.0
919,1063,P003,4,3000.0
920,845,P004,2,5000.0
921,1250,P005,2,55000.0
922,986,P007,3,55000.0
923,1231,P004,3,25000.0
924,986,P006,4,2000.0
925,4047,P006,2,700.0
926,3386,P010,3,800.0
927,308,P004,4,800.0
928,3402,P002,3,55000.0
929,775,P006,5,800.0
930,2574,P001,2,5000.0
931,2014,P003,1,700.0
932,2238,P003,3,700.0
933,4955,P005,4,2000.0
934,2240,P008,4,700.0
935,3841,P001,4,700.0
936,3373,P007,2,700.0
937,3232,P003,4,700.0
938,2777,P007,1,1500.0
939,3210,P008,4,500.0
940,4563,P004,2,2000.0
941,3764,P001,4,5000.0
942,853,P005,4,5000.0
943,1797,P010,5,3000.0
944,1454,P010,2,55000.0
945,4823,P004,2,5000.0
946,2447,P009,3,55000.0
947,137,P002,5,700.0
948,4514,P006,2,800.0
949,1265,P005,2,800.0
950,3860,P005,2,700.0
951,808,P008,4,3000.0
952,453,P010,4,5000.0
953,1197,P004,5,800.0
954,4678,P002,4,55000.0
955,4722,P005,2,5000.0
956,648,P008,4,2000.0
957,166,P007,5,500.0
958,803,P001,5,800.0
959,199,P002,3,5000.0
960,111,P001,1,55000.0
961,3414,P002,3,25000.0
962,884,P005,1,5000.0
963,3190,P006,5,3000.0
964,318,P003,4,3000.0
