order_id,customer_id,order_date,status
193,717,2025-10-23,Pending
194,211,2025-12-18,Delivered
195,831,2026-04-24,Pending
196,679,2026-04-30,Returned
197,953,2025-01-09,Returned
198,515,2026-05-30,Returned
199,55,2025-06-22,Pending
200,983,2025-12-16,Pending
201,286,2025-08-27,Cancelled
202,491,2024-08-20,Cancelled
203,293,2024-10-21,Returned
204,948,2024-09-26,Returned
205,333,2025-08-13,Pending
206,346,2025-12-26,Returned
207,259,2025-08-27,Pending
208,337,2025-11-10,Returned
209,334,2026-03-02,Returned
210,116,2025-05-11,Cancelled
211,98,2025-05-21,Returned
212,964,2024-07-22,Delivered
213,488,2024-07-25,Delivered
214,519,2025-12-09,Cancelled
215,864,2025-11-30,Pending
216,867,2024-07-17,Returned
217,183,2025-01-03,Delivered
218,486,2025-12-21,Delivered
219,887,2026-04-20,Pending
220,207,2024-10-01,Cancelled
221,896,2024-08-14,Returned
222,529,2026-06-26,Returned
223,502,2024-07-14,Cancelled
224,322,2026-06-26,Returned
225,938,2024-09-07,Returned
226,765,2026-01-22,Delivered
227,790,2025-08-27,Pending
228,12,2026-04-28,Returned
229,828,2025-12-08,Delivered
230,103,2026-02-17,Pending
231,396,2024-10-10,Returned
232,679,2025-12-10,Returned
233,719,2025-09-09,Delivered
234,509,2024-07-14,Delivered
235,694,2025-06-04,Cancelled
236,687,2024-09-04,Returned
237,374,2026-03-06,Delivered
238,802,2025-12-30,Cancelled
239,918,2025-10-12,Cancelled
240,999,2024-07-11,Pending
241,452,2025-01-30,Delivered
242,102,2026-01-14,Pending
243,118,2025-07-18,Cancelled
244,354,2026-01-30,Pending
245,287,2025-03-19,Pending
246,569,2025-06-28,Delivered
247,924,2025-07-22,Cancelled
248,784,2025-03-29,Cancelled
249,30,2026-01-14,Delivered
250,725,2024-10-23,Delivered
251,609,2025-08-13,Pending
252,303,2026-01-31,Returned
253,269,2025-11-13,Cancelled
254,365,2025-02-15,Pending
255,305,2025-10-30,Pending
256,913,2025-07-22,Pending
257,455,2026-02-10,Returned
258,728,2025-11-05,Delivered
259,991,2026-01-13,Delivered
260,949,2025-10-02,Delivered
261,637,2024-10-31,Pending
262,617,2025-09-06,Cancelled
263,241,2025-09-12,Delivered
264,481,2025-10-15,Returned
265,959,2025-06-27,Delivered
266,604,2024-08-31,Pending
267,378,2024-12-18,Returned
268,263,2024-11-02,Cancelled
269,545,2026-03-17,Pending
270,974,2024-10-27,Pending
271,795,2026-03-04,Delivered
272,115,2024-12-18,Pending
273,656,2025-04-12,Delivered
274,361,2026-05-10,Pending
275,708,2024-10-16,Pending
276,551,2025-11-11,Delivered
277,520,2025-02-10,Cancelled
278,132,2025-10-22,Delivered
279,154,2026-05-08,Returned
280,23,2025-08-25,Delivered
281,505,2024-09-15,Delivered
282,372,2026-04-06,Cancelled
283,975,2024-09-02,Cancelled
284,433,2025-02-24,Cancelled
285,599,2025-09-21,Delivered
286,410,2025-09-13,Delivered
287,17,2025-09-22,Delivered
288,647,2025-01-02,Delivered
289,332,2025-11-13,Pending
290,189,2025-03-19,Returned
291,240,2026-02-11,Cancelled
292,505,2026-02-10,Pending
293,345,2025-04-26,Delivered
294,380,2026-05-08,Delivered
295,117,2026-07-01,Delivered
296,376,2026-05-16,Pending
297,358,2025-05-07,Returned
298,20,2026-03-25,Returned
299,624,2025-03-07,Returned
300,721,2026-04-07,Returned
301,970,2025-01-20,Pending
302,999,2026-03-03,Returned
303,874,2025-12-07,Delivered
304,682,2025-06-24,Delivered
305,120,2025-09-22,Returned
306,255,2025-05-01,Cancelled
307,991,2025-04-11,Returned
308,528,2025-12-03,Cancelled
309,654,2026-01-08,Cancelled
310,757,2025-06-19,Pending
311,163,2025-12-28,Delivered
312,13,2026-05-16,Pending
313,426,2026-05-22,Delivered
314,90,2026-06-15,Pending
315,45,2026-05-09,Pending
316,909,2025-12-12,Pending
317,171,2025-07-28,Delivered
318,771,2024-07-21,Returned
319,528,2025-09-11,Pending
320,473,2025-03-12,Returned
321,49,2025-01-13,Delivered
322,504,2024-08-29,Cancelled
323,298,2025-01-16,Returned
324,916,2025-05-09,Cancelled
325,704,2026-01-01,Cancelled
326,427,2024-09-19,Delivered
327,237,2026-02-23,Delivered
328,125,2025-02-18,Delivered
329,972,2025-03-06,Pending
330,668,2025-09-19,Returned
331,612,2024-11-15,Delivered
332,344,2025-12-02,Pending
333,657,2025-09-20,Delivered
334,566,2024-09-06,Delivered
335,58,2026-05-08,Delivered
336,811,2026-05-23,Pending
337,345,2026-06-10,Pending
338,928,2025-08-29,Pending
339,240,2026-03-31,Delivered
340,255,2026-07-09,Cancelled
341,426,2024-08-26,Cancelled
342,163,2026-03-11,Delivered
343,320,2026-01-07,Pending
344,534,2025-11-21,Cancelled
345,124,2026-06-22,Returned
346,539,2025-04-02,Pending
347,34,2026-03-29,Returned
348,172,2026-04-12,Cancelled
349,928,2026-03-08,Delivered
350,217,2025-06-15,Returned
351,387,2026-02-14,Cancelled
352,769,2025-08-25,Returned
353,158,2025-06-26,Pending
354,560,2025-04-19,Pending
355,512,2025-02-27,Cancelled
356,571,2024-08-31,Cancelled
357,542,2026-02-26,Delivered
358,538,2024-09-03,Cancelled
359,512,2025-01-18,Returned
360,547,2025-10-05,Pending
361,999,2025-08-10,Returned
362,616,2025-10-22,Pending
363,971,2025-04-28,Returned
364,263,2026-04-26,Delivered
365,884,2024-09-17,Delivered
366,575,2026-05-12,Cancelled
367,926,2025-12-11,Delivered
368,461,2024-08-27,Pending
369,985,2025-04-09,Pending
370,777,2026-05-10,Returned
371,576,2025-01-20,Pending
372,802,2024-12-31,Cancelled
373,734,2026-02-23,Pending
374,720,2025-08-31,Cancelled
375,539,2024-12-04,Cancelled
376,727,2025-01-03,Pending
377,19,2026-05-27,Pending
378,309,2025-11-30,Cancelled
379,510,2026-04-01,Returned
380,928,2024-10-29,Pending
381,840,2024-10-18,Returned
382,705,2024-10-23,Returned
383,997,2026-05-23,Returned
384,488,2026-04-17,Delivered
385,723,2025-12-06,Cancelled
386,492,2024-12-28,Delivered
387,780,2025-09-04,Cancelled
388,986,2025-07-06,Delivered
389,444,2025-06-21,Cancelled
390,370,2025-07-02,Returned
391,966,2026-04-19,Returned
392,775,2026-05-25,Returned
393,239,2024-07-19,Cancelled
394,353,2026-03-14,Cancelled
395,526,2025-12-08,Returned
396,136,2024-12-18,Pending
397,625,2025-01-02,Returned
398,446,2026-06-30,Pending
399,487,2026-02-27,Returned
400,564,2025-05-11,Delivered
401,663,2026-01-25,Pending
402,890,2024-11-07,Pending
403,652,2024-08-11,Delivered
404,894,2026-05-12,Cancelled
405,415,2024-12-01,Delivered
406,595,2026-04-09,Returned
407,995,2025-09-16,Pending
408,208,2025-11-26,Delivered
409,852,2026-01-02,Pending
410,14,2026-05-10,Pending
411,139,2026-02-21,Cancelled
412,702,2026-05-25,Pending
413,453,2025-03-03,Returned
414,47,2025-05-27,Cancelled
415,950,2025-09-17,Cancelled
416,754,2025-05-29,Returned
417,816,2025-03-15,Pending
418,370,2024-12-01,Returned
419,99,2026-05-07,Cancelled
420,974,2025-09-27,Delivered
421,593,2026-05-31,Returned
422,130,2025-04-10,Pending
423,752,2026-02-25,Returned
424,167,2025-04-04,Returned
425,717,2026-06-11,Cancelled
426,332,2025-09-10,Delivered
427,546,2024-11-10,Cancelled
428,527,2025-11-13,Delivered
429,833,2026-05-05,Pending
430,883,2024-10-02,Delivered
431,396,2024-09-24,Pending
432,965,2025-12-16,Pending
433,28,2025-08-22,Cancelled
434,92,2025-11-15,Cancelled
435,534,2025-10-01,Cancelled
436,118,2025-12-01,Cancelled
437,154,2025-08-31,Returned
438,608,2025-10-25,Delivered
439,916,2026-04-04,Returned
440,334,2026-02-21,Cancelled
441,71,2025-12-27,Delivered
442,155,2025-11-08,Cancelled
443,156,2024-09-13,Returned
444,872,2025-11-21,Returned
445,38,2024-11-29,Delivered
446,283,2024-10-08,Cancelled
447,996,2025-02-06,Returned
448,879,2025-11-03,Returned
449,264,2025-08-12,Returned
450,573,2024-08-24,Pending
451,560,2025-06-21,Pending
452,959,2025-06-11,Returned
453,647,2025-04-09,Cancelled
454,479,2025-05-01,Cancelled
455,808,2024-11-16,Delivered
456,468,2024-07-18,Delivered
457,248,2025-05-31,Pending
458,855,2025-01-31,Cancelled
459,613,2024-08-02,Returned
460,192,2026-05-24,Cancelled
461,998,2025-07-20,Delivered
462,908,2024-08-23,Pending
463,973,2026-01-08,Delivered
464,509,2025-02-06,Delivered
465,984,2025-06-10,Returned
466,196,2025-09-12,Cancelled
467,828,2025-08-15,Delivered
468,858,2024-07-25,Pending
469,330,2026-01-24,Cancelled
470,844,2024-09-13,Cancelled
471,988,2024-12-23,Pending
472,988,2024-07-30,Pending
473,931,2024-10-18,Delivered
474,990,2026-02-27,Pending
475,213,2025-10-08,Returned
476,981,2024-08-24,Delivered
477,962,2024-07-25,Cancelled
478,15,2025-01-17,Returned
479,570,2025-08-28,Returned
480,765,2025-07-08,Returned
481,569,2025-03-16,Cancelled
482,258,2025-11-04,Returned
483,266,2024-09-05,Delivered
484,422,2025-11-24,Delivered
485,917,2025-02-24,Pending
486,54,2026-03-11,Cancelled
487,244,2025-10-16,Delivered
488,322,2026-03-24,Returned
489,451,2025-03-12,Cancelled
490,368,2026-05-31,Returned
491,856,2024-12-26,Delivered
492,242,2025-01-22,Returned
493,345,2024-10-20,Pending
494,143,2025-09-20,Pending
495,811,2025-12-25,Cancelled
496,298,2026-06-24,Pending
497,905,2025-03-11,Delivered
498,9,2024-12-26,Pending
499,335,2024-10-19,Returned
500,977,2024-12-21,Delivered
501,103,2026-05-23,Delivered
502,766,2026-02-27,Returned
503,524,2025-04-11,Cancelled
504,178,2025-03-22,Pending
505,86,2026-03-14,Cancelled
506,656,2025-04-05,Returned
507,547,2024-12-27,Pending
508,72,2025-11-21,Cancelled
509,494,2026-04-14,Pending
510,67,2024-07-17,Returned
511,133,2024-08-24,Cancelled
512,556,2026-01-26,Pending
513,509,2024-07-20,Returned
514,372,2025-02-08,Delivered
515,377,2025-05-16,Delivered
516,301,2026-01-28,Cancelled
517,699,2026-01-20,Delivered
518,594,2025-07-31,Delivered
519,437,2026-02-10,Pending
520,532,2025-10-24,Pending
521,639,2024-07-15,Cancelled
522,756,2026-03-11,Returned
523,636,2025-09-21,Returned
524,310,2026-05-07,Pending
525,482,2025-04-02,Returned
526,162,2025-05-09,Pending
527,795,2025-06-09,Pending
528,501,2024-08-10,Cancelled
529,734,2025-11-09,Cancelled
530,888,2026-01-28,Pending
531,262,2025-06-25,Cancelled
532,231,2026-05-08,Returned
533,877,2025-06-14,Returned
534,940,2025-07-27,Returned
535,311,2026-06-20,Delivered
536,339,2026-04-11,Pending
537,285,2025-09-19,Pending
538,54,2024-10-18,Returned
539,944,2025-03-27,Pending
540,818,2026-06-22,Pending
541,219,2025-12-17,Returned
542,670,2025-09-22,Returned
543,531,2024-11-13,Delivered
544,48,2024-10-18,Pending
545,366,2025-02-16,Delivered
546,234,2024-09-28,Delivered
547,969,2026-03-05,Returned
548,13,2026-01-15,Cancelled
549,54,2024-07-13,Returned
550,222,2024-11-07,Delivered
551,218,2025-11-11,Cancelled
552,33,2024-07-30,Pending
553,236,2025-01-04,Pending
554,758,2024-12-10,Returned
555,697,2024-10-17,Cancelled
556,535,2025-10-29,Returned
557,638,2024-10-11,Cancelled
558,762,2026-01-26,Pending
559,641,2025-07-31,Returned
560,969,2025-07-24,Returned
561,317,2025-02-04,Cancelled
562,373,2026-01-21,Returned
563,33,2024-08-23,Pending
564,377,2026-06-13,Returned
565,295,2025-11-21,Returned
566,745,2026-07-01,Pending
567,382,2025-11-02,Delivered
568,538,2025-09-14,Delivered
569,585,2025-02-15,Returned
570,910,2025-02-15,Returned
571,670,2025-11-25,Delivered
572,990,2025-08-27,Pending
573,950,2026-06-27,Cancelled
574,757,2024-12-02,Delivered
575,517,2024-07-16,Returned
576,845,2025-05-17,Cancelled
577,661,2024-11-18,Returned
578,953,2025-08-02,Cancelled
579,792,2025-08-23,Cancelled
580,354,2024-11-10,Delivered
581,361,2024-10-19,Pending
582,263,2025-01-04,Cancelled
583,169,2024-12-11,Pending
584,164,2026-06-22,Cancelled
585,86,2024-11-28,Delivered
586,79,2025-06-04,Pending
587,773,2024-08-03,Cancelled
588,716,2024-10-29,Pending
589,572,2024-08-11,Cancelled
590,866,2025-09-23,Returned
591,451,2026-03-08,Pending
592,73,2024-12-24,Returned
593,587,2025-09-16,Pending
594,793,2026-07-08,Returned
595,427,2025-09-22,Delivered
596,240,2026-02-08,Returned
597,672,2024-10-31,Cancelled
598,92,2024-11-17,Cancelled
599,619,2025-09-25,Returned
600,658,2026-05-24,Cancelled
601,741,2025-01-29,Returned
602,790,2026-07-10,Cancelled
603,282,2024-08-18,Pending
604,634,2025-03-18,Returned
605,621,2026-06-19,Cancelled
606,178,2025-01-26,Cancelled
607,26,2026-04-03,Pending
608,12,2026-04-01,Cancelled
609,280,2025-09-04,Delivered
610,102,2025-03-10,Cancelled
611,313,2025-05-21,Cancelled
612,954,2024-09-19,Delivered
613,268,2026-03-27,Delivered
614,187,2024-08-27,Delivered
615,913,2025-08-26,Pending
616,387,2025-07-28,Cancelled
617,561,2026-06-13,Delivered
618,63,2025-06-18,Pending
619,249,2026-04-17,Cancelled
620,502,2025-01-09,Returned
621,177,2026-06-11,Returned
622,126,2026-05-26,Cancelled
623,30,2026-06-27,Delivered
624,14,2025-04-23,Pending
625,102,2024-09-15,Pending
626,214,2026-06-29,Delivered
627,457,2026-05-31,Returned
628,746,2025-04-02,Pending
629,934,2025-06-29,Cancelled
630,6,2026-05-09,Returned
631,232,2025-06-13,Cancelled
632,346,2024-11-15,Pending
633,971,2024-12-24,Delivered
634,72,2024-07-26,Cancelled
635,823,2024-07-29,Pending
636,43,2025-08-22,Delivered
637,414,2025-11-17,Pending
638,492,2024-11-12,Delivered
639,149,2025-12-14,Pending
640,664,2025-01-04,Delivered
641,902,2026-02-15,Delivered
642,988,2025-09-29,Delivered
643,502,2025-12-15,Cancelled
644,887,2024-10-30,Delivered
645,896,2025-05-22,Returned
646,555,2026-01-10,Cancelled
647,396,2025-04-05,Cancelled
648,413,2025-05-16,Delivered
649,250,2025-02-09,Delivered
650,1,2024-12-07,Cancelled
651,203,2025-07-14,Pending
652,133,2024-09-25,Returned
653,345,2024-12-06,Returned
654,112,2025-10-13,Cancelled
655,634,2025-07-08,Returned
656,383,2025-05-10,Returned
657,612,2025-12-10,Cancelled
658,968,2025-05-03,Cancelled
659,878,2026-04-04,Returned
660,734,2025-10-01,Pending
661,522,2024-09-10,Returned
662,432,2025-08-10,Returned
663,868,2026-06-17,Cancelled
664,521,2025-08-02,Pending
665,718,2025-09-23,Returned
666,894,2024-07-13,Delivered
667,238,2026-05-07,Delivered
668,750,2025-01-29,Delivered
669,435,2026-01-09,Returned
670,111,2025-04-29,Delivered
671,361,2026-03-07,Delivered
672,381,2026-01-13,Returned
673,472,2025-11-23,Returned
674,186,2025-04-28,Pending
675,727,2024-07-24,Returned
676,951,2025-04-26,Pending
677,780,2025-12-20,Delivered
678,209,2025-04-14,Delivered
679,748,2024-11-21,Delivered
680,269,2025-07-05,Cancelled
681,461,2025-03-25,Delivered
682,167,2026-04-21,Delivered
683,762,2025-06-01,Pending
684,859,2024-12-27,Cancelled
685,926,2025-08-31,Pending
686,124,2025-04-30,Pending
687,847,2024-12-18,Cancelled
688,601,2024-11-30,Returned
689,809,2025-08-11,Returned
690,422,2026-03-20,Pending
691,842,2025-05-08,Pending
692,106,2024-07-20,Pending
693,564,2026-05-03,Returned
694,637,2024-11-05,Cancelled
695,174,2025-07-18,Pending
696,548,2024-09-27,Cancelled
697,122,2024-08-31,Delivered
698,485,2024-07-14,Pending
699,647,2024-10-26,Returned
700,357,2026-02-07,Delivered
701,758,2024-08-14,Returned
702,102,2024-10-20,Delivered
703,651,2025-12-01,Returned
704,843,2024-07-23,Returned
705,966,2025-12-08,Pending
706,78,2025-08-07,Delivered
707,614,2025-10-20,Cancelled
708,995,2024-08-16,Cancelled
709,372,2026-07-06,Returned
710,259,2026-02-28,Cancelled
711,366,2024-07-25,Cancelled
712,124,2026-01-07,Delivered
713,346,2025-05-11,Cancelled
714,154,2026-03-21,Delivered
715,247,2025-12-09,Delivered
716,97,2024-08-14,Pending
717,86,2025-04-08,Delivered
718,703,2024-09-22,Returned
719,72,2024-08-04,Delivered
720,750,2025-11-14,Cancelled
721,699,2024-08-15,Returned
722,985,2024-11-20,Delivered
723,298,2024-09-13,Delivered
724,34,2024-09-11,Pending
725,764,2025-05-13,Returned
726,835,2025-10-11,Returned
727,733,2026-06-05,Delivered
728,48,2025-12-07,Delivered
729,470,2026-07-10,Returned
730,531,2025-08-28,Pending
731,791,2026-03-29,Delivered
732,561,2025-06-21,Pending
733,394,2025-09-16,Delivered
734,541,2024-07-27,Cancelled
735,221,2024-07-24,Delivered
736,155,2025-05-28,Returned
737,619,2026-07-07,Pending
738,322,2025-03-23,Delivered
739,58,2025-05-07,Pending
740,518,2026-07-10,Delivered
741,312,2024-07-12,Delivered
742,493,2025-03-09,Pending
743,320,2025-01-01,Returned
744,858,2025-01-01,Returned
745,123,2025-05-03,Delivered
746,371,2024-09-21,Pending
747,384,2026-02-13,Pending
748,929,2025-08-13,Returned
749,293,2025-12-13,Cancelled
750,932,2026-04-12,Returned
751,541,2024-09-01,Cancelled
752,259,2024-12-21,Returned
753,387,2025-01-03,Returned
754,335,2024-09-25,Returned
755,889,2025-08-10,Pending
756,490,2024-12-26,Pending
757,633,2025-09-03,Returned
758,14,2025-11-18,Pending
759,359,2026-02-20,Returned
760,490,2024-07-23,Returned
761,299,2025-06-19,Returned
762,309,2026-01-06,Returned
763,576,2026-02-16,Delivered
764,4,2026-06-01,Cancelled
765,891,2026-05-09,Returned
766,580,2025-11-09,Delivered
767,613,2025-02-07,Cancelled
768,327,2024-09-29,Delivered
769,268,2025-06-20,Cancelled
770,442,2026-05-21,Pending
771,928,2026-02-03,Delivered
772,411,2026-01-15,Delivered
773,883,2025-09-19,Cancelled
774,285,2026-02-02,Cancelled
775,474,2024-11-24,Pending
776,68,2026-02-02,Delivered
777,164,2025-04-23,Cancelled
778,668,2024-11-05,Delivered
779,653,2025-07-30,Returned
780,233,2025-12-20,Returned
781,675,2024-12-24,Cancelled
782,232,2026-06-30,Pending
783,11,2026-03-13,Delivered
784,215,2026-04-16,Delivered
785,582,2024-08-15,Returned
786,917,2025-06-29,Pending
787,644,2025-04-11,Cancelled
788,839,2024-09-17,Cancelled
789,854,2025-07-09,Pending
790,261,2025-01-19,Pending
791,724,2025-03-19,Delivered
792,157,2025-10-16,Cancelled
793,332,2025-02-20,Pending
794,179,2025-12-05,Pending
795,496,2025-03-15,Delivered
796,321,2025-01-14,Pending
797,253,2026-02-07,Delivered
798,209,2025-05-05,Pending
799,552,2026-05-19,Cancelled
800,910,2024-07-30,Delivered
801,808,2024-12-08,Delivered
802,677,2024-09-01,Delivered
803,978,2025-05-04,Delivered
804,794,2025-02-15,Delivered
805,352,2025-09-16,Pending
806,634,2025-11-10,Delivered
807,30,2026-03-28,Pending
808,391,2025-04-24,Pending
809,56,2025-10-04,Delivered
810,928,2025-10-17,Cancelled
811,222,2024-08-24,Returned
812,989,2025-04-11,Returned
813,985,2025-04-18,Cancelled
814,442,2026-05-28,Pending
815,590,2024-11-02,Cancelled
816,852,2025-01-02,Cancelled
817,561,2026-03-07,Pending
818,203,2025-01-21,Cancelled
819,763,2025-02-03,Cancelled
820,2,2024-09-28,Pending
821,56,2024-12-02,Returned
822,463,2026-05-25,Cancelled
823,291,2026-05-10,Pending
824,335,2024-12-01,Pending
825,463,2025-11-24,Cancelled
826,172,2025-10-01,Cancelled
827,759,2024-08-11,Pending
828,997,2025-05-10,Delivered
829,920,2025-01-21,Returned
830,154,2024-10-19,Cancelled
831,165,2024-09-12,Cancelled
832,953,2025-11-06,Returned
833,21,2026-05-31,Delivered
834,532,2026-04-24,Pending
835,697,2026-03-03,Delivered
836,670,2026-05-22,Pending
837,230,2024-07-23,Cancelled
838,780,2024-11-19,Returned
839,899,2024-10-23,Returned
840,101,2026-07-05,Delivered
841,748,2024-12-14,Returned
842,580,2025-05-31,Pending
843,309,2025-06-29,Returned
844,646,2025-04-16,Cancelled
845,571,2025-10-21,Cancelled
846,596,2025-04-17,Delivered
847,687,2025-10-07,Delivered
848,556,2024-10-17,Returned
849,112,2026-02-18,Returned
850,232,2026-04-20,Returned
851,386,2026-03-10,Cancelled
852,389,2025-10-03,Cancelled
853,666,2025-05-21,Pending
854,153,2026-03-18,Cancelled
855,993,2026-03-07,Delivered
856,776,2025-12-12,Delivered
857,628,2025-09-10,Delivered
858,697,2025-02-20,Pending
859,138,2025-04-29,Cancelled
860,83,2024-11-27,Delivered
861,340,2026-01-29,Cancelled
862,188,2025-01-22,Pending
863,23,2026-04-10,Cancelled
864,956,2024-09-08,Delivered
865,825,2025-05-24,Delivered
866,115,2025-10-26,Returned
867,847,2024-12-13,Pending
868,187,2024-10-22,Delivered
869,519,2025-10-25,Pending
870,720,2024-08-09,Delivered
871,579,2026-04-22,Cancelled
872,433,2025-03-30,Cancelled
873,300,2026-01-28,Cancelled
874,276,2024-12-03,Pending
875,297,2025-05-16,Pending
876,819,2024-10-21,Pending
877,186,2024-11-17,Delivered
878,464,2026-06-17,Returned
879,32,2026-05-15,Cancelled
880,698,2024-10-08,Returned
881,154,2024-09-17,Returned
882,441,2025-10-22,Returned
883,212,2025-01-04,Delivered
884,404,2026-03-14,Cancelled
885,713,2026-06-15,Pending
886,257,2025-01-06,Delivered
887,835,2025-02-03,Delivered
888,282,2024-10-19,Cancelled
