order_id,customer_id,order_date,status
454,140,2025-11-01,Cancelled
455,526,2025-01-16,Pending
456,635,2025-03-18,Returned
457,920,2025-06-14,Pending
458,302,2024-07-23,Pending
459,887,2026-03-27,Cancelled
460,765,2025-02-27,Returned
461,149,2025-01-11,Pending
462,49,2024-08-14,Pending
463,944,2026-03-02,Delivered
464,235,2025-02-11,Returned
465,619,2024-12-18,Cancelled
466,232,2025-02-03,Cancelled
467,825,2025-07-21,Cancelled
468,379,2024-07-22,Cancelled
469,696,2025-04-21,Delivered
470,274,2024-11-13,Delivered
471,878,2025-10-09,Pending
472,111,2024-11-27,Pending
473,963,2025-07-16,Delivered
474,735,2026-06-24,Returned
475,287,2026-01-26,Pending
476,300,2024-07-24,Delivered
477,968,2026-03-05,Returned
478,904,2026-04-19,Returned
479,536,2025-01-12,Delivered
480,97,2024-10-05,Pending
481,915,2024-12-10,Cancelled
482,785,2026-02-17,Cancelled
483,913,2025-11-06,Delivered
484,438,2026-03-24,Cancelled
485,405,2026-03-29,Pending
486,614,2026-01-12,Pending
487,559,2025-02-10,Cancelled
488,367,2024-12-26,Pending
489,201,2026-02-16,Cancelled
490,525,2025-08-16,Delivered
491,270,2025-11-30,Returned
492,321,2025-09-28,Cancelled
493,823,2025-12-23,Delivered
494,83,2025-11-01,Returned
495,573,2025-04-17,Delivered
496,694,2025-09-13,Delivered
497,219,2026-01-03,Pending
498,659,2025-11-25,Cancelled
499,408,2024-12-12,Cancelled
500,919,2026-06-06,Returned
501,158,2024-08-09,Cancelled
502,88,2024-10-10,Returned
503,389,2025-12-03,Delivered
504,933,2025-10-21,Delivered
505,139,2024-12-14,Delivered
506,372,2026-01-02,Pending
507,183,2024-08-10,Cancelled
508,431,2025-03-29,Cancelled
509,218,2026-01-15,Cancelled
510,192,2024-09-15,Returned
511,600,2025-09-23,Cancelled
512,329,2026-06-09,Cancelled
513,555,2024-08-12,Returned
514,105,2025-06-25,Delivered
515,184,2026-02-24,Returned
516,903,2024-07-19,Delivered
517,740,2024-10-17,Cancelled
518,52,2025-04-20,Pending
519,449,2025-05-26,Pending
520,331,2026-04-06,Cancelled
521,222,2025-04-04,Delivered
522,214,2025-10-06,Returned
523,608,2024-08-01,Delivered
524,510,2025-08-23,Delivered
525,442,2025-04-14,Returned
526,886,2025-05-16,Pending
527,82,2025-12-26,Cancelled
528,917,2026-06-30,Pending
529,71,2025-12-25,Pending
530,448,2026-02-22,Delivered
531,479,2025-09-18,Pending
532,62,2025-07-17,Returned
533,483,2024-08-08,Cancelled
534,461,2024-08-08,Delivered
535,162,2025-03-06,Cancelled
536,141,2025-12-02,Cancelled
537,965,2024-11-04,Cancelled
538,804,2025-10-17,Delivered
539,636,2025-11-23,Pending
540,400,2025-04-15,Pending
541,925,2026-02-21,Returned
542,794,2024-12-30,Delivered
543,692,2025-01-08,Returned
544,787,2025-10-16,Returned
545,204,2026-03-18,Cancelled
546,440,2025-10-13,Pending
547,997,2026-06-30,Delivered
548,347,2026-03-08,Returned
549,948,2025-11-24,Pending
550,696,2025-06-22,Returned
551,227,2026-06-08,Delivered
552,491,2025-03-10,Pending
553,843,2024-08-07,Returned
554,603,2025-06-07,Pending
555,586,2024-07-27,Returned
556,874,2025-10-26,Pending
557,744,2025-12-01,Cancelled
558,945,2024-09-25,Returned
559,520,2025-03-06,Delivered
560,595,2025-02-05,Cancelled
561,655,2025-04-30,Returned
562,819,2025-01-12,Cancelled
563,816,2025-02-09,Cancelled
564,469,2024-08-28,Cancelled
565,100,2025-06-09,Pending
566,173,2024-09-14,Delivered
567,4,2026-07-01,Returned
568,735,2025-03-24,Delivered
569,854,2025-11-24,Returned
570,579,2025-01-17,Delivered
571,596,2026-02-18,Pending
572,640,2025-01-02,Delivered
573,276,2025-12-14,Delivered
574,980,2025-02-25,Delivered
575,823,2024-10-17,Pending
576,211,2026-05-05,Pending
577,837,2026-06-20,Delivered
578,584,2025-06-13,Delivered
579,392,2025-08-24,Returned
580,956,2026-02-19,Pending
581,850,2025-11-24,Pending
582,198,2026-02-13,Delivered
583,328,2025-07-13,Cancelled
584,57,2024-10-09,Pending
585,228,2026-02-26,Returned
586,474,2025-07-11,Returned
587,898,2025-10-26,Cancelled
588,306,2026-06-11,Cancelled
589,870,2026-02-03,Returned
590,817,2025-03-27,Cancelled
591,706,2024-12-24,Delivered
592,902,2025-08-24,Cancelled
593,679,2025-12-20,Pending
594,518,2025-05-26,Cancelled
595,440,2024-12-07,Returned
596,106,2025-03-04,Cancelled
597,525,2025-12-11,Delivered
598,116,2025-04-05,Delivered
599,694,2026-01-15,Cancelled
600,117,2025-01-21,Cancelled
601,791,2025-09-30,Delivered
602,547,2024-11-16,Delivered
603,243,2025-09-08,Cancelled
604,946,2025-02-23,Pending
605,166,2025-01-16,Returned
606,10,2024-08-24,Returned
607,34,2025-03-28,Returned
608,259,2026-07-05,Delivered
609,955,2025-12-02,Returned
610,90,2025-12-21,Cancelled
611,538,2025-11-09,Cancelled
612,908,2026-02-09,Pending
613,807,2024-08-25,Delivered
614,374,2024-07-27,Returned
615,604,2026-05-03,Delivered
616,30,2024-08-09,Returned
617,180,2024-07-20,Pending
618,289,2025-10-18,Delivered
619,315,2024-08-24,Cancelled
620,109,2026-05-04,Delivered
621,897,2025-06-09,Cancelled
622,23,2024-10-24,Returned
623,132,2026-05-05,Cancelled
624,460,2026-03-04,Cancelled
625,904,2026-03-19,Pending
626,739,2026-02-05,Delivered
627,608,2026-01-26,Delivered
628,382,2025-12-02,Returned
629,754,2026-07-03,Cancelled
630,498,2026-02-06,Delivered
631,338,2026-01-08,Delivered
632,861,2025-08-16,Cancelled
633,217,2024-12-12,Delivered
634,236,2025-03-22,Cancelled
635,80,2025-08-27,Pending
636,778,2024-09-14,Cancelled
637,916,2025-02-27,Delivered
638,833,2025-11-22,Delivered
639,435,2026-03-31,Cancelled
640,390,2025-04-03,Delivered
641,430,2025-10-06,Delivered
642,49,2026-03-02,Cancelled
643,664,2026-05-15,Delivered
644,139,2026-03-15,Returned
645,702,2026-01-09,Returned
646,242,2024-12-20,Cancelled
647,81,2024-09-29,Delivered
648,835,2025-04-29,Returned
649,717,2025-11-10,Returned
650,614,2026-03-26,Cancelled
651,982,2025-04-04,Pending
652,375,2024-09-14,Cancelled
653,670,2025-03-28,Cancelled
654,885,2024-10-08,Returned
655,395,2024-11-18,Delivered
656,654,2025-06-27,Cancelled
657,256,2025-05-03,Pending
658,708,2026-01-30,Returned
659,62,2025-05-07,Pending
660,579,2026-04-21,Cancelled
661,372,2024-10-12,Returned
662,791,2024-10-16,Pending
663,596,2025-10-04,Returned
664,511,2024-07-17,Pending
665,705,2025-11-04,Returned
666,469,2024-07-26,Pending
667,828,2025-08-21,Pending
668,954,2024-09-11,Returned
669,354,2025-10-05,Pending
670,704,2025-09-01,Pending
671,520,2025-01-01,Delivered
672,766,2025-05-23,Returned
673,460,2026-05-15,Pending
674,970,2024-12-08,Cancelled
675,253,2025-10-18,Cancelled
676,166,2026-04-19,Delivered
677,302,2025-06-13,Delivered
678,192,2025-07-02,Cancelled
679,377,2024-09-30,Returned
680,177,2024-10-07,Cancelled
681,413,2026-01-20,Returned
682,434,2025-04-10,Pending
683,303,2024-09-24,Returned
684,465,2026-01-25,Delivered
685,158,2026-06-22,Delivered
686,411,2026-02-10,Cancelled
687,957,2025-09-07,Pending
688,564,2026-01-20,Pending
689,271,2024-08-01,Delivered
690,594,2025-07-10,Returned
691,213,2025-06-13,Cancelled
692,931,2024-08-29,Cancelled
693,462,2026-02-25,Delivered
694,85,2026-02-02,Returned
695,743,2026-04-04,Returned
696,307,2026-05-28,Delivered
697,66,2025-08-24,Cancelled
698,140,2024-07-26,Returned
699,607,2024-11-26,Delivered
700,82,2025-09-09,Pending
701,378,2024-09-14,Pending
702,637,2025-05-22,Cancelled
703,152,2024-08-16,Pending
704,321,2024-07-29,Cancelled
705,473,2025-05-07,Pending
706,646,2026-02-18,Pending
707,317,2025-07-19,Delivered
708,394,2024-10-13,Delivered
709,753,2026-02-20,Cancelled
710,1000,2026-04-06,Pending
711,596,2025-12-05,Returned
712,573,2025-07-27,Pending
713,450,2024-10-08,Cancelled
714,212,2026-06-23,Cancelled
715,711,2026-03-09,Cancelled
716,129,2026-01-02,Pending
717,599,2026-03-18,Pending
718,226,2025-04-21,Delivered
719,684,2025-12-15,Returned
720,414,2025-06-27,Pending
721,788,2026-05-11,Pending
722,881,2024-09-16,Delivered
723,461,2026-02-28,Returned
724,656,2026-03-06,Delivered
725,586,2025-04-11,Delivered
726,166,2026-01-04,Pending
727,38,2025-12-13,Cancelled
728,987,2025-12-10,Cancelled
729,638,2025-07-11,Cancelled
730,122,2024-07-31,Cancelled
731,156,2026-07-01,Delivered
732,875,2024-08-13,Delivered
733,914,2026-04-20,Pending
734,196,2025-10-05,Delivered
735,466,2024-10-08,Pending
736,581,2025-04-22,Returned
737,789,2024-11-07,Returned
738,657,2024-08-08,Delivered
739,140,2025-01-14,Delivered
740,829,2026-01-05,Cancelled
741,813,2026-04-09,Cancelled
742,536,2026-02-09,Cancelled
743,103,2026-03-09,Cancelled
744,108,2025-05-02,Returned
745,355,2024-12-14,Cancelled
746,471,2025-07-05,Pending
747,249,2026-06-28,Cancelled
748,372,2026-05-13,Pending
749,385,2025-12-21,Cancelled
750,853,2025-05-25,Cancelled
751,610,2025-10-31,Cancelled
752,971,2026-04-05,Cancelled
753,386,2024-07-21,Pending
754,184,2026-03-11,Delivered
755,170,2025-11-14,Returned
756,957,2025-02-17,Cancelled
757,94,2025-02-14,Delivered
758,444,2026-05-26,Returned
759,83,2025-01-14,Delivered
760,103,2025-04-22,Returned
761,169,2025-03-08,Delivered
762,365,2024-12-21,Pending
763,444,2026-05-19,Pending
764,963,2025-11-14,Pending
765,880,2024-09-10,Returned
766,957,2025-03-23,Pending
767,520,2025-07-13,Cancelled
768,227,2026-06-08,Delivered
769,829,2024-07-12,Returned
770,567,2026-06-04,Returned
771,824,2025-08-16,Cancelled
772,505,2025-08-07,Pending
773,643,2026-02-06,Returned
774,469,2025-05-08,Pending
775,916,2025-07-29,Pending
776,444,2025-12-09,Cancelled
777,164,2025-09-27,Cancelled
778,676,2024-12-27,Delivered
779,188,2025-09-18,Returned
780,41,2025-11-11,Pending
781,690,2026-04-14,Cancelled
782,74,2025-12-28,Delivered
783,199,2025-09-09,Cancelled
784,469,2025-08-04,Pending
785,588,2024-12-15,Returned
786,716,2024-09-13,Cancelled
787,824,2024-08-13,Cancelled
788,994,2026-02-09,Cancelled
789,820,2026-05-28,Returned
790,129,2026-06-14,Pending
791,491,2025-11-03,Returned
792,375,2025-05-09,Cancelled
793,651,2025-04-28,Pending
794,712,2024-11-20,Cancelled
795,648,2025-12-02,Delivered
796,797,2025-02-24,Returned
797,941,2026-06-01,Returned
798,76,2025-12-26,Pending
799,493,2025-04-06,Returned
800,955,2024-09-10,Returned
801,204,2025-09-10,Cancelled
802,768,2024-09-18,Pending
803,124,2026-05-22,Delivered
804,999,2026-02-03,Cancelled
805,522,2026-05-27,Pending
806,271,2025-05-06,Cancelled
807,768,2026-01-29,Pending
808,226,2025-12-05,Delivered
809,397,2025-10-06,Returned
810,909,2024-08-01,Returned
811,997,2026-03-31,Pending
812,462,2024-10-03,Returned
813,401,2025-08-23,Cancelled
814,876,2024-10-23,Cancelled
815,867,2025-02-26,Delivered
816,47,2024-11-13,Returned
817,820,2025-06-09,Cancelled
818,97,2025-09-29,Delivered
819,114,2025-05-19,Delivered
820,520,2025-03-19,Pending
821,686,2026-01-14,Cancelled
822,566,2026-03-11,Returned
823,406,2024-09-03,Pending
824,379,2025-01-01,Returned
825,822,2026-03-16,Returned
826,689,2025-02-11,Returned
827,754,2025-04-20,Pending
828,422,2025-09-11,Returned
829,219,2026-07-06,Pending
830,741,2026-05-23,Cancelled
831,205,2025-02-07,Returned
832,407,2024-10-08,Pending
833,879,2026-02-25,Returned
834,565,2024-12-06,Pending
835,793,2026-02-24,Cancelled
836,48,2024-10-21,Delivered
837,381,2025-11-24,Returned
838,38,2025-03-29,Pending
839,613,2025-07-17,Delivered
840,833,2024-10-15,Delivered
841,841,2025-04-23,Pending
842,257,2025-10-21,Pending
843,769,2025-04-13,Pending
844,196,2025-04-02,Cancelled
845,177,2026-03-12,Returned
846,714,2025-01-27,Pending
847,37,2025-04-18,Returned
848,20,2026-06-03,Cancelled
849,921,2025-04-22,Cancelled
850,432,2026-01-31,Cancelled
851,50,2025-09-16,Cancelled
852,863,2026-04-14,Pending
853,488,2025-09-08,Returned
854,992,2024-12-05,Pending
855,709,2025-03-31,Delivered
856,752,2025-02-05,Returned
857,563,2025-01-20,Delivered
858,431,2025-08-18,Returned
859,163,2025-01-30,Cancelled
860,257,2025-12-09,Returned
861,392,2024-09-11,Pending
862,14,2025-03-19,Returned
863,671,2025-09-02,Pending
864,6,2024-08-23,Delivered
865,416,2025-05-04,Cancelled
866,352,2025-02-13,Delivered
867,240,2026-05-14,Pending
868,340,2026-01-03,Delivered
869,766,2024-11-20,Returned
870,644,2025-03-28,Pending
871,110,2025-08-21,Pending
872,374,2025-07-13,Pending
873,487,2024-11-11,Returned
874,454,2025-09-06,Cancelled
875,319,2025-12-22,Returned
876,276,2026-03-31,Delivered
877,249,2025-02-23,Delivered
878,352,2025-06-13,Pending
879,315,2026-04-12,Delivered
880,829,2026-05-30,Delivered
881,864,2025-02-14,Cancelled
882,489,2025-03-02,Cancelled
883,225,2025-07-23,Returned
884,890,2024-08-11,Cancelled
885,826,2026-05-06,Cancelled
886,68,2025-06-23,Cancelled
